"","Study#","Virus strain","number of samples","Virus dose/note","NHP ID","Time point post challenge","sr_group","sr_group_time","sr_group_dose","sr_info","ag_name","Titer","Titer_thresh1","Titer_thresh20"
"128","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","XBC.1.6","13.1634281066176","13.1634281066176","<20"
"129","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","FL.1.5.1","22.4630959365584","22.4630959365584","22.4630959365584"
"130","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","DV.7.1","18.921302459436799","18.921302459436799","<20"
"131","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","HV.1","12.5783721355007","12.5783721355007","<20"
"132","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","HK.3","19.2570663258671","19.2570663258671","<20"
"133","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","BA.2.86","17.113440000000001","17.113440000000001","<20"
"134","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","EG.5.1","18.5783853802461","18.5783853802461","<20"
"135","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","JN.1","1","<1","<20"
"136","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","KP.2","1","<1","<20"
"137","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","KP.3","19.546682401033401","19.546682401033401","<20"
"138","20-05","Wuhan","n=5","?","T576","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._T576_D20_?_20-05","KZ.1.1.1","1.0650682689766799","1.0650682689766799","<20"
"139","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","Wuhan","783.45895807508305","783.45895807508305","783.45895807508305"
"140","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","Alpha","990.69310979032605","990.69310979032605","990.69310979032605"
"141","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","Beta","931.51074256796198","931.51074256796198","931.51074256796198"
"142","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","Delta","285.97791201408199","285.97791201408199","285.97791201408199"
"143","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","BA.1","15.4623843261275","15.4623843261275","<20"
"144","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","BA.2","72.502509559677506","72.502509559677506","72.502509559677506"
"145","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","BA.2.12.1","32.549067890569297","32.549067890569297","32.549067890569297"
"146","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","BA.5","56.058856328835198","56.058856328835198","56.058856328835198"
"147","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","BQ.1.1","123.24757995463899","123.24757995463899","123.24757995463899"
"148","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","CH.1.1","146.198453908452","146.198453908452","146.198453908452"
"149","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","XBB.1","185.33711102620401","185.33711102620401","185.33711102620401"
"150","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","XBB.1.5","132.11378686175701","132.11378686175701","132.11378686175701"
"151","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","XBC.1.6","58.1873553101737","58.1873553101737","58.1873553101737"
"152","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","FL.1.5.1","91.5751266199713","91.5751266199713","91.5751266199713"
"153","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","DV.7.1","44.184665996707999","44.184665996707999","44.184665996707999"
"154","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","HV.1","33.144489138837301","33.144489138837301","33.144489138837301"
"155","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","HK.3","50.387440136437903","50.387440136437903","50.387440136437903"
"156","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","BA.2.86","20.156897090000001","20.156897090000001","20.156897090000001"
"157","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","EG.5.1","102.17229066495","102.17229066495","102.17229066495"
"158","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","JN.1","2.0796887339999999","2.0796887339999999","<20"
"159","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","KP.2","32.040806389288299","32.040806389288299","32.040806389288299"
"160","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","KP.3","10.396212814498901","10.396212814498901","<20"
"161","20-05","Wuhan","n=5","?","5791","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._5791_D20_?_20-05","KZ.1.1.1","10.1477821605567","10.1477821605567","<20"
"162","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","Wuhan","677.69681904169204","677.69681904169204","677.69681904169204"
"163","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","Alpha","937.63327206147801","937.63327206147801","937.63327206147801"
"164","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","Beta","231.35094448810199","231.35094448810199","231.35094448810199"
"165","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","Delta","141.77288361763701","141.77288361763701","141.77288361763701"
"166","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","BA.1","1","<1","<20"
"167","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","BA.2","25.790084907856802","25.790084907856802","25.790084907856802"
"168","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","BA.2.12.1","30.4654845606427","30.4654845606427","30.4654845606427"
"169","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","BA.5","4.4710328157016299","4.4710328157016299","<20"
"170","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","BQ.1.1","59.177598544550698","59.177598544550698","59.177598544550698"
"171","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","CH.1.1","69.114241278509397","69.114241278509397","69.114241278509397"
"172","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","XBB.1","69.865893258910006","69.865893258910006","69.865893258910006"
"173","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","XBB.1.5","69.748391121843397","69.748391121843397","69.748391121843397"
"174","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","XBC.1.6","25.394718076766502","25.394718076766502","25.394718076766502"
"175","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","FL.1.5.1","42.6943919908949","42.6943919908949","42.6943919908949"
"176","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","DV.7.1","4.9521911498707496","4.9521911498707496","<20"
"177","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","HV.1","19.4663285652274","19.4663285652274","<20"
"178","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","HK.3","35.446353190358401","35.446353190358401","35.446353190358401"
"179","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","BA.2.86","1","<1","<20"
"180","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","EG.5.1","42.413242426220499","42.413242426220499","42.413242426220499"
"181","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","JN.1","1","<1","<20"
"182","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","KP.2","1.1736558992086401","1.1736558992086401","<20"
"183","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","KP.3","19.276524888459701","19.276524888459701","<20"
"184","20-05","Wuhan","n=5","?","7137","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7137_D20_?_20-05","KZ.1.1.1","1","<1","<20"
"185","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","Wuhan","404.18471963791097","404.18471963791097","404.18471963791097"
"186","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","Alpha","427.62621961194401","427.62621961194401","427.62621961194401"
"187","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","Beta","487.07019016816798","487.07019016816798","487.07019016816798"
"188","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","Delta","127.691639660573","127.691639660573","127.691639660573"
"189","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","BA.1","50.579145814660599","50.579145814660599","50.579145814660599"
"190","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","BA.2","150.64975989129101","150.64975989129101","150.64975989129101"
"191","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","BA.2.12.1","98.547016730773294","98.547016730773294","98.547016730773294"
"192","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","BA.5","35.539799581169","35.539799581169","35.539799581169"
"193","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","BQ.1.1","133.20453380956201","133.20453380956201","133.20453380956201"
"194","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","CH.1.1","102.97357562057699","102.97357562057699","102.97357562057699"
"195","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","XBB.1","89.506616405974597","89.506616405974597","89.506616405974597"
"196","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","XBB.1.5","66.060143279483597","66.060143279483597","66.060143279483597"
"197","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","XBC.1.6","42.118793188409903","42.118793188409903","42.118793188409903"
"198","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","FL.1.5.1","53.777752138961397","53.777752138961397","53.777752138961397"
"199","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","DV.7.1","14.8394556811418","14.8394556811418","<20"
"200","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","HV.1","22.234609130240301","22.234609130240301","22.234609130240301"
"201","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","HK.3","27.948067086988299","27.948067086988299","27.948067086988299"
"202","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","BA.2.86","8.4742328160000007","8.4742328160000007","<20"
"203","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","EG.5.1","55.1061526930825","55.1061526930825","55.1061526930825"
"204","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","JN.1","9.2020861899999993","9.2020861899999993","<20"
"205","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","KP.2","21.575442084760201","21.575442084760201","21.575442084760201"
"206","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","KP.3","14.3292624931499","14.3292624931499","<20"
"207","20-05","Wuhan","n=5","?","7158","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7158_D20_?_20-05","KZ.1.1.1","8.8481189847151498","8.8481189847151498","<20"
"208","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","Wuhan","929.31721183749198","929.31721183749198","929.31721183749198"
"209","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","Alpha","758.62409480963504","758.62409480963504","758.62409480963504"
"210","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","Beta","606.164684746528","606.164684746528","606.164684746528"
"211","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","Delta","160.83171681449301","160.83171681449301","160.83171681449301"
"212","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","BA.1","1","<1","<20"
"213","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","BA.2","39.885245752437697","39.885245752437697","39.885245752437697"
"214","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","BA.2.12.1","37.087843584431198","37.087843584431198","37.087843584431198"
"215","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","BA.5","35.588532905115898","35.588532905115898","35.588532905115898"
"216","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","BQ.1.1","138.321471871347","138.321471871347","138.321471871347"
"217","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","CH.1.1","65.911574914182594","65.911574914182594","65.911574914182594"
"218","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","XBB.1","100.365063995081","100.365063995081","100.365063995081"
"219","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","XBB.1.5","51.2108898799166","51.2108898799166","51.2108898799166"
"220","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","XBC.1.6","4.4698823630519202","4.4698823630519202","<20"
"221","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","FL.1.5.1","58.817675519424","58.817675519424","58.817675519424"
"222","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","DV.7.1","1.9830530265256101","1.9830530265256101","<20"
"223","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","HV.1","20.617316612828699","20.617316612828699","20.617316612828699"
"224","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","HK.3","33.680475099103198","33.680475099103198","33.680475099103198"
"225","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","BA.2.86","1","<1","<20"
"226","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","EG.5.1","60.284465966587803","60.284465966587803","60.284465966587803"
"227","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","JN.1","1","<1","<20"
"228","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","KP.2","12.328413117139901","12.328413117139901","<20"
"229","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","KP.3","19.462996077543998","19.462996077543998","<20"
"230","20-05","Wuhan","n=5","?","7223","D20","Wuhan conv.","Wuhan conv.:D20","Wuhan conv.:?","Wuhan conv._7223_D20_?_20-05","KZ.1.1.1","1","<1","<20"
"231","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","Wuhan","41.6990026649001","41.6990026649001","41.6990026649001"
"232","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","Alpha","84.711073341458004","84.711073341458004","84.711073341458004"
"233","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","Beta","53.4359765280376","53.4359765280376","53.4359765280376"
"234","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","Delta","78.797693760170603","78.797693760170603","78.797693760170603"
"235","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","BA.1","11.1630446546113","11.1630446546113","<20"
"236","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","BA.2","9.4894749459105601","9.4894749459105601","<20"
"237","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","BA.2.12.1","9.8069082977948607","9.8069082977948607","<20"
"238","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","BA.5","24.809163943721298","24.809163943721298","24.809163943721298"
"239","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","BQ.1.1","15.556942476750001","15.556942476750001","<20"
"240","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","CH.1.1","20.739714731449698","20.739714731449698","20.739714731449698"
"241","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","XBB.1","36.028554678331503","36.028554678331503","36.028554678331503"
"242","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","XBB.1.5","5.3747784434923398","5.3747784434923398","<20"
"243","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","XBC.1.6","14.5115677697175","14.5115677697175","<20"
"244","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","FL.1.5.1","7.3514380926452203","7.3514380926452203","<20"
"245","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","DV.7.1","19.653495527915599","19.653495527915599","<20"
"246","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","HV.1","4.2068799403845798","4.2068799403845798","<20"
"247","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","HK.3","10.178925234826499","10.178925234826499","<20"
"248","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","BA.2.86","*","*","*"
"249","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","EG.5.1","20.281280402271101","20.281280402271101","20.281280402271101"
"250","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","JN.1","*","*","*"
"251","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","KP.2","*","*","*"
"252","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","KP.3","*","*","*"
"253","21-08","alpha","n=6","1:2","CI67","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CI67_D10_1:2_21-08","KZ.1.1.1","*","*","*"
"254","21-08","alpha","n=6","1:2","CL31","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CL31_D10_1:2_21-08","Wuhan","21.177976357433899","21.177976357433899","21.177976357433899"
"255","21-08","alpha","n=6","1:2","CL31","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CL31_D10_1:2_21-08","Alpha","58.230825205565203","58.230825205565203","58.230825205565203"
"256","21-08","alpha","n=6","1:2","CL31","D10","alpha conv.","alpha conv.:D10","alpha conv.:1:2","alpha conv._CL31_D10_1:2_21-08","Beta","23.598734404031799","23.598734404031799","23.598734404031799"
