"","sr_group","ag_name","all_below_thresh","logtiter","lower","upper","titer"
"49","BA.2.12.1 conv.","BA.2.86",TRUE,-5.31852314562899,-198.528652960906,-0.383431530265,"<20"
"50","BA.2.12.1 conv.","BA.5",FALSE,0.0513558786044893,-14.8287148256131,5.20662267406293,"10.3623834742651"
"51","BA.2.12.1 conv.","BQ.1.1",TRUE,-5.31852314562899,-199.832984676991,0.146649641491589,"<20"
"52","BA.2.12.1 conv.","Beta",FALSE,0.175535423773521,-15.9224469328082,4.93514532557952,"11.2938347227851"
"53","BA.2.12.1 conv.","DV.7.1",TRUE,-5.31852314562899,-200.830656656105,0.305791775153565,"<20"
"54","BA.2.12.1 conv.","Delta",FALSE,1.63486177465024,-4.13033631902624,5.31617241965433,"31.0557793873893"
"55","BA.2.12.1 conv.","EG.5.1",FALSE,0.109155494584097,-14.6189964966865,5.12340065780543,"10.7859667726198"
"56","BA.2.12.1 conv.","FL.1.5.1",TRUE,-5.31852314562899,-195.350190868118,-0.77341749138872,"<20"
"57","BA.2.12.1 conv.","HK.3",TRUE,-5.31852314562899,-196.530350516189,-0.562886057662176,"<20"
"58","BA.2.12.1 conv.","HV.1",FALSE,0.700548686852345,-4.23929389756109,4.10894090552183,"16.2512274308725"
"59","BA.2.12.1 conv.","JN.1",TRUE,-5.31852314562899,-194.085150374538,0.934930377900656,"<20"
"60","BA.2.12.1 conv.","KP.2",TRUE,-5.31852314562899,-199.101162783602,-0.00432577085374675,"<20"
"61","BA.2.12.1 conv.","KP.3",TRUE,-5.31852314562899,-201.498239346715,-0.892889520929643,"<20"
"62","BA.2.12.1 conv.","KZ.1.1.1",TRUE,-5.31852314562899,-198.707383888882,-0.401598224351208,"<20"
"63","BA.2.12.1 conv.","Wuhan",FALSE,0.259868072086651,-15.8758416170169,5.69474665024787,"11.9736920563321"
"64","BA.2.12.1 conv.","XBB.1",FALSE,0.415187192993963,-18.3343147851226,6.71131650166633,"13.3347168687975"
"65","BA.2.12.1 conv.","XBB.1.5",TRUE,-5.31852314562899,-196.206860422006,0.154236341176929,"<20"
"66","BA.2.12.1 conv.","XBC.1.6",FALSE,0.0585930913244007,-15.1619257047019,5.16408235934909,"10.4144964920486"
"67","BA.4/5 conv.","Alpha",FALSE,0.740662487853296,0.128077037697038,1.28123599189616,"16.7094296237231"
"68","BA.4/5 conv.","BA.1",FALSE,0.476612998124987,-1.86954028099901,1.19972853620566,"13.9147308014103"
"69","BA.4/5 conv.","BA.2",FALSE,1.56776823437631,1.0817338060872,2.06941241664743,"29.6445774806551"
"70","BA.4/5 conv.","BA.2.12.1",FALSE,0.485235914464759,-2.08941008011387,1.41878212721194,"13.9981474941248"
"71","BA.4/5 conv.","BA.2.86",TRUE,-5.86139317155563,-197.022026762166,-2.06913952683899,"<20"
"72","BA.4/5 conv.","BA.5",FALSE,2.64582054036327,2.23504326674598,3.06680838091522,"62.5851569655329"
"73","BA.4/5 conv.","BQ.1.1",FALSE,-0.897291360408604,-22.3539522598014,0.629929289455178,"5.36893796127131"
"74","BA.4/5 conv.","Beta",FALSE,1.32467949112333,0.804916578782413,1.77081009593512,"25.0477235564597"
"75","BA.4/5 conv.","DV.7.1",TRUE,-5.86139317155563,-199.325422371366,-1.81689581919674,"<20"
"76","BA.4/5 conv.","Delta",FALSE,0.996744642178638,0.103549678718275,1.52355253573867,"19.9549220351233"
"77","BA.4/5 conv.","EG.5.1",TRUE,-5.86139317155563,-200.235620529634,-1.84587726650732,"<20"
"78","BA.4/5 conv.","FL.1.5.1",FALSE,-1.10614685359414,-26.171048715015,0.612927448468504,"4.64533049363252"
"79","BA.4/5 conv.","HK.3",TRUE,-5.86139317155563,-198.127476414416,-2.60499913828836,"<20"
"80","BA.4/5 conv.","HV.1",FALSE,-0.20644950665323,-7.43952025411261,0.957971939585472,"8.66667490152921"
"81","BA.4/5 conv.","JN.1",TRUE,-5.86139317155563,-201.232804449024,-2.32526663978611,"<20"
"82","BA.4/5 conv.","KP.2",FALSE,-0.953841689515234,-20.9755927743819,0.536797858629015,"5.16255914668251"
"83","BA.4/5 conv.","KP.3",TRUE,-5.86139317155563,-200.432886455354,-2.03555436897284,"<20"
"84","BA.4/5 conv.","KZ.1.1.1",TRUE,-5.86139317155563,-195.122048471002,-1.82054151317672,"<20"
"85","BA.4/5 conv.","Wuhan",FALSE,-0.265508619599131,-8.19185528601316,0.972132809792002,"8.31905396222366"
"86","BA.4/5 conv.","XBB.1",FALSE,0.206828328429918,-3.71984848254244,1.11495648827473,"11.5414807303652"
"87","BA.4/5 conv.","XBB.1.5",FALSE,0.69098721633368,-1.03548050540769,1.41569445530383,"16.1438784391638"
"88","BA.4/5 conv.","XBC.1.6",FALSE,-0.501586330271785,-10.3299986255257,1.08472228328249,"7.06329701904052"
"89","beta conv.","Alpha",FALSE,2.46395488573545,1.94442667852886,2.98260304859383,"55.1727115498834"
"90","beta conv.","BA.1",FALSE,0.92114336170619,-0.569171463928655,1.7138150378096,"18.9361542313282"
"91","beta conv.","BA.2",FALSE,1.05176625444363,-0.85757007124896,2.09472333125528,"20.7306629647501"
"92","beta conv.","BA.2.12.1",FALSE,0.88375406600496,-0.499269068480614,1.62391455467055,"18.4517041514584"
"93","beta conv.","BA.2.86",TRUE,-5.86139317155563,-198.041507899597,-1.16442802652361,"<20"
"94","beta conv.","BA.5",FALSE,-0.370703260491562,-9.42733665193634,1.05577590429391,"7.73405398331378"
"95","beta conv.","BQ.1.1",FALSE,0.853916741601545,-0.565024201057916,1.60648036001148,"18.0740114478643"
"96","beta conv.","Beta",FALSE,3.50969907030264,2.75793985309914,4.25914483727916,"113.900254878307"
"97","beta conv.","DV.7.1",FALSE,-0.690363892145071,-11.9680960783414,1.05985446012219,"6.19697523444129"
"98","beta conv.","Delta",FALSE,2.40657125038253,1.68555087222299,3.03983481616483,"53.0212708596929"
"99","beta conv.","EG.5.1",FALSE,-0.359059262874002,-9.92706779838691,0.989976444987481,"7.79672814636252"
"100","beta conv.","FL.1.5.1",FALSE,-0.28846197542064,-8.95064250836775,1.01024150076766,"8.18774470405141"
"101","beta conv.","HK.3",TRUE,-5.86139317155563,-202.920462373221,-1.90546927029844,"<20"
"102","beta conv.","HV.1",FALSE,-0.929627011249842,-23.0109845744166,0.643110051080063,"5.24994054183086"
"103","beta conv.","JN.1",TRUE,-5.86139317155563,-198.374774690937,-1.03452641397568,"<20"
"104","beta conv.","KP.2",FALSE,-0.958515041061045,-22.1885422164397,0.762733696270326,"5.14586301992801"
"105","beta conv.","KP.3",TRUE,-5.86139317155563,-200.41035088606,-2.24672396548219,"<20"
"106","beta conv.","KZ.1.1.1",TRUE,-5.86139317155563,-201.681162237252,-2.03315147416058,"<20"
"107","beta conv.","Wuhan",FALSE,1.7094795550406,0.252722768867458,2.85785420621813,"32.7042823091473"
"108","beta conv.","XBB.1",FALSE,0.471575437243218,-2.02889355547303,1.30555622944266,"13.8662284750177"
"109","beta conv.","XBB.1.5",FALSE,-1.12271095248161,-25.7268225052417,1.16933082085429,"4.59230079815973"
"110","beta conv.","XBC.1.6",FALSE,-0.28807793312831,-8.93082828688659,0.948509709919985,"8.18992455406458"
"111","Beta vax. (single dose)","Alpha",FALSE,2.43103559526386,0.803034845415869,4.05689636577174,"53.9280398064781"
"112","Beta vax. (single dose)","BA.1",FALSE,1.10958551933526,-1.43871295327664,2.98984047139982,"21.578364459431"
"113","Beta vax. (single dose)","BA.2",FALSE,0.961966954590804,-1.50267283577712,2.89943138585335,"19.479639178148"
"114","Beta vax. (single dose)","BA.2.12.1",TRUE,-5.43645276175999,-200.143759718324,-0.954024187879934,"<20"
"115","Beta vax. (single dose)","BA.2.86",TRUE,-5.43645276175999,-194.539147935144,-1.04649440328805,"<20"
"116","Beta vax. (single dose)","BA.5",FALSE,2.06183000990761,0.491769877897149,3.59074197843473,"41.7515572981366"
"117","Beta vax. (single dose)","BQ.1.1",TRUE,-5.43645276175999,-197.121954239583,-0.707041926451671,"<20"
"118","Beta vax. (single dose)","Beta",FALSE,4.88251480412873,3.17593642439721,6.7090168469293,"294.973777783084"
"119","Beta vax. (single dose)","DV.7.1",TRUE,-5.43645276175999,-199.766231482525,-1.10029499103533,"<20"
"120","Beta vax. (single dose)","Delta",FALSE,2.78361076949552,1.19378452100985,4.41819329923925,"68.8573552577167"
"121","Beta vax. (single dose)","EG.5.1",TRUE,-5.43645276175999,-198.073657934035,0.182638615080215,"<20"
"122","Beta vax. (single dose)","FL.1.5.1",TRUE,-5.43645276175999,-198.795902781663,-0.107952404961559,"<20"
"123","Beta vax. (single dose)","HK.3",TRUE,-5.43645276175999,-196.440495933085,-0.00604460446889732,"<20"
"124","Beta vax. (single dose)","HV.1",TRUE,-5.43645276175999,-196.924690776416,-0.766111336140369,"<20"
"125","Beta vax. (single dose)","JN.1",TRUE,-5.43645276175999,-196.599608273205,-1.1589049271114,"<20"
"126","Beta vax. (single dose)","KP.2",TRUE,-5.43645276175999,-200.482224778154,-1.32498515672389,"<20"
"127","Beta vax. (single dose)","KP.3",TRUE,-5.43645276175999,-195.907810853156,-0.941733272515158,"<20"
"128","Beta vax. (single dose)","KZ.1.1.1",TRUE,-5.43645276175999,-200.140983366044,-0.538382709444733,"<20"
"129","Beta vax. (single dose)","Wuhan",FALSE,3.19313965593554,1.62332287987944,4.84520708671669,"91.4599199185745"
"130","Beta vax. (single dose)","XBB.1",TRUE,-5.43645276175999,-195.51878460595,-0.242833805715961,"<20"
"131","Beta vax. (single dose)","XBB.1.5",FALSE,1.75593570810518,0.228890622184758,3.35685815873785,"33.774530343835"
"132","Beta vax. (single dose)","XBC.1.6",TRUE,-5.43645276175999,-198.705569708135,-0.516035113011782,"<20"
"133","delta conv.","Alpha",FALSE,2.37129249980124,1.9104832537137,2.85789772101578,"51.7404463502982"
"134","delta conv.","BA.1",FALSE,0.521361606046028,-1.54666534058125,1.35671302433319,"14.3530924434899"
"135","delta conv.","BA.2",FALSE,0.571541858228854,-1.35493677946322,1.42152141335838,"14.8611098056736"
"136","delta conv.","BA.2.12.1",FALSE,-0.326395401309862,-8.06234784535713,0.68952606217069,"7.97526630690212"
"137","delta conv.","BA.2.86",TRUE,-5.96950323443355,-200.092231190291,-2.09992682608077,"<20"
"138","delta conv.","BA.5",FALSE,0.613927355411398,-0.653952529757477,1.152537781021,"15.3041970605944"
"139","delta conv.","BQ.1.1",FALSE,0.228230344832737,-2.57784567736099,0.959671566088687,"11.7139719492849"
"140","delta conv.","Beta",FALSE,1.72484464045862,0.46563737683968,2.61823131310595,"33.0544529986953"
"141","delta conv.","DV.7.1",TRUE,-5.96950323443355,-199.139935782144,-1.72318441053222,"<20"
"142","delta conv.","Delta",FALSE,3.44510469401073,2.74163087626919,4.14324451294599,"108.913032673172"
"143","delta conv.","EG.5.1",FALSE,-2.13495916531841,-36.9984172182541,0.254455733549968,"2.27673902490113"
"144","delta conv.","FL.1.5.1",FALSE,0.0267727644187646,-4.05088035448621,0.811209975928307,"10.187307260433"
"145","delta conv.","HK.3",TRUE,-5.96950323443355,-197.658407239486,-2.48897662394612,"<20"
"146","delta conv.","HV.1",TRUE,-5.96950323443355,-199.883495594551,-1.74821675210262,"<20"
"147","delta conv.","JN.1",TRUE,-5.96950323443355,-198.48552552901,-2.42926886325007,"<20"
"148","delta conv.","KP.2",FALSE,-1.09683488892387,-23.1055687622638,0.383225066562749,"4.67541104152597"
"149","delta conv.","KP.3",TRUE,-5.96950323443355,-198.280605817037,-2.4077402162019,"<20"
"150","delta conv.","KZ.1.1.1",TRUE,-5.96950323443355,-200.376610850487,-2.04836342518789,"<20"
"151","delta conv.","Wuhan",FALSE,2.26592860940256,1.68643325898889,2.7924943134373,"48.0963898860801"
"152","delta conv.","XBB.1",FALSE,-1.32219845054094,-26.4503411799009,0.157561805817027,"3.99925048519423"
"153","delta conv.","XBB.1.5",FALSE,0.841554410227282,0.0747409239293481,1.27041873000688,"17.9197984402724"
"154","delta conv.","XBC.1.6",TRUE,-5.96950323443355,-197.816164162619,-1.82526086644251,"<20"
"155","gamma conv.","Alpha",FALSE,1.81230008584112,0.564277700003371,3.02477661713413,"35.1201762697048"
"156","gamma conv.","BA.1",FALSE,0.799601768866839,-2.37560661145027,2.28898444519832,"17.4062059192026"
"157","gamma conv.","BA.2",FALSE,0.70462290757885,-2.41133224083672,2.04424374229912,"16.297186323793"
"158","gamma conv.","BA.2.12.1",FALSE,0.986730809311751,-0.740432614105162,2.16599910461883,"19.8168933106134"
"159","gamma conv.","BA.2.86",TRUE,-5.5942914640414,-197.277056419943,-0.748814249509568,"<20"
"160","gamma conv.","BA.5",FALSE,0.249759791199707,-5.68559657238533,2.01837130984436,"11.8900912843828"
"161","gamma conv.","BQ.1.1",FALSE,0.745832788695705,-2.42005256375181,2.14585864608753,"16.7694199661271"
"162","gamma conv.","Beta",FALSE,2.5422844633246,0.649152335703834,4.23768960600539,"58.2510664788996"
"163","gamma conv.","DV.7.1",TRUE,-5.5942914640414,-195.896067981581,-1.5190426803649,"<20"
"164","gamma conv.","Delta",FALSE,2.07573446225024,0.320412845968408,3.53927442238622,"42.1558971404222"
"165","gamma conv.","EG.5.1",TRUE,-5.5942914640414,-197.192372623501,-0.726766215555603,"<20"
"166","gamma conv.","FL.1.5.1",TRUE,-5.5942914640414,-199.15432632923,-1.3953754021444,"<20"
"167","gamma conv.","HK.3",TRUE,-5.5942914640414,-195.47510433477,-1.37478342573323,"<20"
"168","gamma conv.","HV.1",TRUE,-5.5942914640414,-200.55883767255,-1.43332817933922,"<20"
"169","gamma conv.","JN.1",TRUE,-5.5942914640414,-197.290394936894,-1.60505415864425,"<20"
"170","gamma conv.","KP.2",FALSE,-0.44752018023939,-19.5014567200089,1.84376779300849,"7.33302223886514"
"171","gamma conv.","KP.3",TRUE,-5.5942914640414,-198.296932038187,-1.35523039926566,"<20"
"172","gamma conv.","KZ.1.1.1",TRUE,-5.5942914640414,-197.407980621135,-1.21586273652663,"<20"
"173","gamma conv.","Wuhan",FALSE,1.81352988279738,0.297991806250348,3.06129191771055,"35.150126535292"
"174","gamma conv.","XBB.1",TRUE,-5.5942914640414,-198.365988219802,-1.54224551306212,"<20"
"175","gamma conv.","XBB.1.5",TRUE,-5.5942914640414,-197.295724018991,-1.68308834853472,"<20"
"176","gamma conv.","XBC.1.6",TRUE,-5.5942914640414,-200.306893700401,-1.39376919834308,"<20"
"177","Wuhan conv.","Alpha",FALSE,5.03809728941856,3.44777177462134,6.57889100966386,"328.56281080764"
"178","Wuhan conv.","BA.1",FALSE,-0.350955968509426,-23.536221174619,3.76832591951783,"7.84064383593556"
"179","Wuhan conv.","BA.2",FALSE,2.33354182619243,0.680720219645871,3.93331069152465,"50.4041256840723"
"180","Wuhan conv.","BA.2.12.1",FALSE,1.76222368129472,-0.479726465896466,3.44590135606032,"33.9220575911176"
"181","Wuhan conv.","BA.2.86",FALSE,-0.325340025196194,-19.1246444573754,2.57321130101002,"7.98110259571314"
"182","Wuhan conv.","BA.5",FALSE,1.28285637907874,-2.45941158868049,3.23419065761791,"24.3320247884165"
"183","Wuhan conv.","BQ.1.1",FALSE,2.80757806714159,0.203113362647476,4.96109985984014,"70.0108279043748"
"184","Wuhan conv.","Beta",FALSE,5.05014329202726,3.02532232003019,6.98102928828442,"331.317681283779"
"185","Wuhan conv.","DV.7.1",FALSE,-0.329812926330659,-21.8217904000296,3.31612205614447,"7.95639647330226"
"186","Wuhan conv.","Delta",FALSE,3.53369513561968,1.75713872228027,5.35353641134639,"115.810578589472"
"187","Wuhan conv.","EG.5.1",FALSE,2.17524895205583,-0.0924203366504406,4.04253632249458,"45.1663694473048"
"188","Wuhan conv.","FL.1.5.1",FALSE,2.28792623225372,0.970177445042533,3.65467946662419,"48.8353633977458"
"189","Wuhan conv.","HK.3",FALSE,1.56594869349119,-0.210050122817862,2.98321306165012,"29.6072130210889"
"190","Wuhan conv.","HV.1",FALSE,0.859391747256293,-1.78635502172153,2.55280808666109,"18.1427323603063"
"191","Wuhan conv.","JN.1",TRUE,-5.52491297828583,-197.526606019309,-1.43496474564468,"<20"
"192","Wuhan conv.","KP.2",FALSE,0.473580320121284,-5.6557563705754,2.70257322855437,"13.8855114758366"
"193","Wuhan conv.","KP.3",TRUE,-5.52491297828583,-196.365467477046,-0.765262263328765,"<20"
"194","Wuhan conv.","KZ.1.1.1",TRUE,-5.52491297828583,-197.198672352546,-1.21067939636161,"<20"
"195","Wuhan conv.","Wuhan",FALSE,5.77703286706235,4.37766165504126,7.17892218370935,"548.352943328198"
"196","Wuhan conv.","XBB.1",FALSE,3.03543116637889,1.50298884603495,4.47146610039735,"81.9890455718762"
"197","Wuhan conv.","XBB.1.5",FALSE,2.65772971195623,1.25683630471766,4.00574735764778,"63.1039236787073"
"198","Wuhan conv.","XBC.1.6",FALSE,1.2296166198412,-2.30118763252466,3.34143263076403,"23.4504664559604"
"199","Wuhan vax. (single dose)","Alpha",FALSE,3.69508365766199,1.77419765532005,5.640983266269,"129.518264814854"
"200","Wuhan vax. (single dose)","BA.1",FALSE,0.604657624862289,-4.61737095416797,3.04343727733573,"15.2061784292418"
"201","Wuhan vax. (single dose)","BA.2",FALSE,1.12917723883653,-1.60484443021489,3.08652107588827,"21.8733961882232"
"202","Wuhan vax. (single dose)","BA.2.12.1",TRUE,-5.43645276175999,-198.485507747509,-0.615891301510004,"<20"
"203","Wuhan vax. (single dose)","BA.2.86",FALSE,0.723572358372663,-5.05077612418061,3.38755998640072,"16.5126579144611"
"204","Wuhan vax. (single dose)","BA.5",FALSE,1.73597987811786,0.240886130694607,3.19680616586652,"33.3105662353287"
"205","Wuhan vax. (single dose)","BQ.1.1",FALSE,2.43626029387496,0.971057934420612,3.89308888883649,"54.1236934643018"
"206","Wuhan vax. (single dose)","Beta",FALSE,2.25678284796487,0.457024939512985,4.11662204472369,"47.792454012927"
"207","Wuhan vax. (single dose)","DV.7.1",TRUE,-5.43645276175999,-195.060298626787,-0.71521728532036,"<20"
"208","Wuhan vax. (single dose)","Delta",FALSE,3.31946149905213,1.54508713745,5.06675952837111,"99.8291746779529"
"209","Wuhan vax. (single dose)","EG.5.1",FALSE,0.735498229734932,-4.91473883933261,3.09522423830861,"16.6497236258667"
"210","Wuhan vax. (single dose)","FL.1.5.1",FALSE,-0.140693553817183,-16.9844007364046,3.09977185397336,"9.070829840611"
"211","Wuhan vax. (single dose)","HK.3",TRUE,-5.43645276175999,-197.547912321867,-1.11684201010805,"<20"
"212","Wuhan vax. (single dose)","HV.1",TRUE,-5.43645276175999,-195.638731373118,-0.280302180476426,"<20"
"213","Wuhan vax. (single dose)","JN.1",FALSE,-0.0358730566853391,-18.4799669064344,4.35149972712516,"9.75441287221339"
"214","Wuhan vax. (single dose)","KP.2",FALSE,-0.0309699092657323,-22.3421765458839,4.21678828716285,"9.78762064526008"
"215","Wuhan vax. (single dose)","KP.3",FALSE,0.771688547759605,-5.20994447121086,3.78927439413961,"17.0726682040651"
"216","Wuhan vax. (single dose)","KZ.1.1.1",TRUE,-5.43645276175999,-200.86395073596,-0.209249756542192,"<20"
"217","Wuhan vax. (single dose)","Wuhan",FALSE,4.85174330989459,3.16436507539182,6.3925301126669,"288.748852859759"
"218","Wuhan vax. (single dose)","XBB.1",FALSE,2.36763999673509,0.73420065627451,4.08939029083751,"51.6096195919005"
"219","Wuhan vax. (single dose)","XBB.1.5",FALSE,2.00132934951459,0.509811099879844,3.44551566293356,"40.0368743807817"
"220","Wuhan vax. (single dose)","XBC.1.6",TRUE,-5.43645276175999,-198.162701913934,-0.676901453214818,"<20"
"221","Wuhan vax. (two doses)","Alpha",FALSE,7.80982414597293,6.45299174745811,9.1680191398981,"2243.83712248215"
"222","Wuhan vax. (two doses)","BA.1",FALSE,3.76166333632424,2.16452029039823,5.3013048580014,"135.635539080672"
"223","Wuhan vax. (two doses)","BA.2",FALSE,5.04770264391134,3.29944782921104,6.8050046695796,"330.757655605312"
"224","Wuhan vax. (two doses)","BA.2.12.1",FALSE,3.86640976749508,1.88924427649531,5.70936987924077,"145.849624569305"
"225","Wuhan vax. (two doses)","BA.2.86",FALSE,1.65897647124855,0.194141656944935,2.97381204898491,"31.5792404415354"
"226","Wuhan vax. (two doses)","BA.5",FALSE,3.86265610520553,2.0895211958786,5.61713286187096,"145.470640361011"
"227","Wuhan vax. (two doses)","BQ.1.1",FALSE,2.79289059238354,1.42046733095815,4.12842351831812,"69.301692778596"
"228","Wuhan vax. (two doses)","Beta",FALSE,5.6532838465221,4.06901506154721,7.33049231234442,"503.278075890832"
"229","Wuhan vax. (two doses)","DV.7.1",FALSE,-0.483149414101131,-22.2251685982174,2.40732242439662,"7.15414163617838"
"230","Wuhan vax. (two doses)","Delta",FALSE,6.67597453709271,5.508074922259,7.9239202083547,"1022.51240601959"
"231","Wuhan vax. (two doses)","EG.5.1",FALSE,1.19374191920483,-0.828450179380619,2.49703374128684,"22.8745271202037"
"232","Wuhan vax. (two doses)","FL.1.5.1",FALSE,-0.486791192606789,-21.0945345560323,2.08718582984352,"7.13610529273887"
"233","Wuhan vax. (two doses)","HK.3",FALSE,-0.481037202855859,-19.5394761958145,1.99483127812631,"7.16462349494575"
"234","Wuhan vax. (two doses)","HV.1",FALSE,-0.44747227634267,-18.8374279507306,2.11841655579357,"7.33326573188489"
"235","Wuhan vax. (two doses)","JN.1",FALSE,1.23066301077585,-0.963592228589471,2.77247976234414,"23.4674813176183"
"236","Wuhan vax. (two doses)","KP.2",FALSE,0.8933141228072,-2.91467135180061,2.60590636525629,"18.5743808678318"
"237","Wuhan vax. (two doses)","KP.3",FALSE,1.29251344134548,-0.856031763692894,2.81236108856839,"24.4954439907907"
"238","Wuhan vax. (two doses)","KZ.1.1.1",FALSE,0.696690743183659,-2.50024655042347,2.17607555297453,"16.207827707407"
"239","Wuhan vax. (two doses)","Wuhan",FALSE,9.81486587376961,8.64988147016552,10.9242600523213,"9006.76914623243"
"240","Wuhan vax. (two doses)","XBB.1",FALSE,1.01179248417246,-3.40350428959766,3.40271967711102,"20.1641484981139"
"241","Wuhan vax. (two doses)","XBB.1.5",FALSE,3.05839547848478,1.9063919440403,4.13122057840245,"83.3045605307987"
